Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety
2009-06-11,Ginger(Dry),27,Dhenkanal,FAQ,Dhenkanal,6200,6000,6100,Odisha,Other
2009-07-11,Ginger(Dry),27,Dhenkanal,FAQ,Dhenkanal,6500,6000,6300,Odisha,Other
2009-12-11,Ginger(Dry),27,Dhenkanal,FAQ,Dhenkanal,6200,6000,6100,Odisha,Other
2009-01-12,Ginger(Dry),27,Dhenkanal,FAQ,Dhenkanal,6500,6000,6300,Odisha,Other
2009-03-12,Ginger(Dry),27,Dhenkanal,FAQ,Dhenkanal,6200,6000,6100,Odisha,Other
2009-10-02,Ginger(Dry),27,Kalahandi,FAQ,Bhawanipatna,4000,4000,4000,Odisha,Other
2009-01-04,Ginger(Dry),27,Kalahandi,FAQ,Bhawanipatna,5000,5000,5000,Odisha,Other
2009-08-04,Ginger(Dry),27,Koraput,FAQ,Koraput,4800,4600,4700,Odisha,Other
2009-04-06,Ginger(Dry),27,Koraput,FAQ,Koraput,4400,4200,4300,Odisha,Other
2009-11-06,Ginger(Dry),27,Koraput,FAQ,Koraput,3700,3500,3600,Odisha,Other
2009-07-04,Ginger(Dry),27,Mayurbhanja,FAQ,Baripada,5000,4000,4500,Odisha,Other
2009-07-04,Ginger(Dry),27,Puri,FAQ,Sakhigopal,5000,4000,5000,Odisha,Fresh Unbleached
2009-10-04,Ginger(Dry),27,Puri,FAQ,Sakhigopal,5000,4000,5000,Odisha,Fresh Unbleached
2009-05-05,Ginger(Dry),27,Puri,FAQ,Sakhigopal,5000,4000,4500,Odisha,Fresh Unbleached
2009-08-05,Ginger(Dry),27,Puri,FAQ,Sakhigopal,5000,4000,4500,Odisha,Fresh Unbleached
2009-08-03,Ginger(Dry),27,Puri,FAQ,Sakhigopal,50000,40000,50000,Odisha,Other
2009-08-05,Ginger(Dry),27,Rayagada,FAQ,Gunpur,3500,3200,3200,Odisha,Small
2009-06-06,Ginger(Dry),27,Rayagada,FAQ,Gunpur,3400,3200,3400,Odisha,Small
2009-12-07,Ginger(Dry),27,Rayagada,FAQ,Gunpur,4000,3500,4000,Odisha,Small
2009-12-08,Ginger(Dry),27,Rayagada,FAQ,Gunpur,4000,3500,4000,Odisha,Small
2009-03-01,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3000,2600,2800,Punjab,Fresh Unbleached
2009-09-01,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3000,2600,2800,Punjab,Other
2009-10-01,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3000,2600,2800,Punjab,Other
2009-08-02,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3000,2800,2900,Punjab,Other
2009-09-03,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3200,3000,3100,Punjab,Other
2009-11-03,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3400,3200,3300,Punjab,Other
2009-10-04,Ginger(Dry),27,Fazilka,FAQ,Fazilka,4200,3800,4000,Punjab,Other
2009-12-10,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3600,3200,3400,Punjab,Other
2009-02-11,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3000,2800,2900,Punjab,Other
2009-03-12,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3200,2800,3000,Punjab,Other
2009-12-12,Ginger(Dry),27,Fazilka,FAQ,Fazilka,3200,2800,3000,Punjab,Other
2009-01-01,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,1100,600,1000,Punjab,Other
2009-02-01,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,2800,2000,2500,Punjab,Other
2009-08-04,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,4000,3900,3950,Punjab,Other
2009-06-05,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,3200,3000,3100,Punjab,Other
2009-11-05,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,5000,4500,4800,Punjab,Other
2009-12-09,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,4000,3500,3800,Punjab,Other
2009-06-10,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,3700,3000,3500,Punjab,Other
2009-12-10,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,2800,2500,2600,Punjab,Other
2009-05-12,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,3000,2500,2800,Punjab,Other
2009-09-12,Ginger(Dry),27,Ferozpur,FAQ,Firozepur City,3500,3000,3200,Punjab,Other
2009-04-01,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,2200,2000,2100,Punjab,Vegitable-fresh
2009-12-01,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,2500,1800,2250,Punjab,Vegitable-fresh
2009-04-02,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,2500,2000,2250,Punjab,Vegitable-fresh
2009-10-02,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,3000,2500,2750,Punjab,Vegitable-fresh
2009-11-02,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,3000,2500,2750,Punjab,Vegitable-fresh
2009-05-03,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,3000,2500,2750,Punjab,Vegitable-fresh
2009-12-09,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,3000,2500,2750,Punjab,Vegitable-fresh
2009-06-10,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,3000,2000,2500,Punjab,Vegitable-fresh
2009-07-10,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,2500,2000,2250,Punjab,Vegitable-fresh
2009-10-10,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,2500,2000,2250,Punjab,Vegitable-fresh
2009-02-11,Ginger(Dry),27,Hoshiarpur,FAQ,Dasuya,2500,2000,2250,Punjab,Vegitable-fresh
2009-11-09,Ginger(Dry),27,Hoshiarpur,FAQ,Mukerian(Talwara),5000,5000,5000,Punjab,Vegitable-fresh
2009-04-11,Ginger(Dry),27,Hoshiarpur,FAQ,Tanda Urmur,3000,2500,2750,Punjab,Other
2009-08-11,Ginger(Dry),27,Hoshiarpur,FAQ,Tanda Urmur,3000,2500,2750,Punjab,Other
2009-07-04,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,4000,3000,3500,Jharkhand,Other
2009-09-04,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,4000,3000,3500,Jharkhand,Other
2009-04-05,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-06-05,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-07-05,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-08-05,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-10-05,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-11-05,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-06-06,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-07-06,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-11-06,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,6000,5000,5500,Jharkhand,Other
2009-05-07,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,8000,7000,7500,Jharkhand,Other
2009-06-07,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,8000,7000,7500,Jharkhand,Other
2009-10-07,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,8000,7000,7500,Jharkhand,Other
2009-04-08,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,8000,7000,7500,Jharkhand,Other
2009-07-08,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,8000,7000,7500,Jharkhand,Other
2009-01-09,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,7000,6000,6500,Jharkhand,Other
2009-05-09,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,7000,6000,6500,Jharkhand,Other
2009-07-10,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,7000,6000,6500,Jharkhand,Other
2009-12-10,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,7000,6000,6500,Jharkhand,Other
2009-01-11,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,5000,4000,4500,Jharkhand,Other
2009-02-11,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,5000,4000,4500,Jharkhand,Other
2009-09-11,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,5000,4000,4500,Jharkhand,Other
2009-10-12,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,5000,4000,4500,Jharkhand,Other
2009-12-12,Ginger(Dry),27,Garhwa,FAQ,Gadhwah,5000,4000,4500,Jharkhand,Other
2009-09-01,Ginger(Dry),27,Bangalore,FAQ,Bangalore,2600,2500,2550,Karnataka,Dry
2009-03-02,Ginger(Dry),27,Bangalore,FAQ,Bangalore,2500,1600,1900,Karnataka,Dry
2009-05-02,Ginger(Dry),27,Bangalore,FAQ,Bangalore,2500,1600,1900,Karnataka,Dry
2009-06-02,Ginger(Dry),27,Bangalore,FAQ,Bangalore,2500,1600,1900,Karnataka,Dry
2009-04-03,Ginger(Dry),27,Bangalore,FAQ,Bangalore,1200,1000,1050,Karnataka,Dry
2009-09-03,Ginger(Dry),27,Bangalore,Local,Bangalore,2600,2000,2300,Karnataka,Dry
2009-08-04,Ginger(Dry),27,Bangalore,FAQ,Bangalore,2500,2100,2250,Karnataka,Dry
2009-07-05,Ginger(Dry),27,Bangalore,FAQ,Bangalore,3900,3500,3700,Karnataka,Dry
2009-01-06,Ginger(Dry),27,Bangalore,FAQ,Bangalore,4500,2500,3500,Karnataka,Dry
2009-06-06,Ginger(Dry),27,Bangalore,FAQ,Bangalore,4500,2500,3500,Karnataka,Dry
2009-09-06,Ginger(Dry),27,Bangalore,Medium,Bangalore,4500,2500,3500,Karnataka,Dry
2009-03-07,Ginger(Dry),27,Bangalore,FAQ,Bangalore,4500,2500,3500,Karnataka,Dry
2009-04-07,Ginger(Dry),27,Bangalore,FAQ,Bangalore,4500,2500,3500,Karnataka,Dry
2009-06-07,Ginger(Dry),27,Bangalore,FAQ,Bangalore,4500,2500,3500,Karnataka,Dry
2009-07-07,Ginger(Dry),27,Bangalore,FAQ,Bangalore,4500,2500,3500,Karnataka,Dry
2009-10-07,Ginger(Dry),27,Bangalore,FAQ,Bangalore,4500,2500,3500,Karnataka,Dry
2009-07-10,Ginger(Dry),27,Bangalore,FAQ,Bangalore,4000,1350,2679,Karnataka,Fresh Unbleached
2009-08-10,Ginger(Dry),27,Bangalore,FAQ,Bangalore,2500,1000,1500,Karnataka,Fresh Unbleached
2009-12-10,Ginger(Dry),27,Bangalore,FAQ,Bangalore,2500,1000,1500,Karnataka,Fresh Unbleached
2009-10-11,Ginger(Dry),27,Bangalore,FAQ,Bangalore,1650,1350,1500,Karnataka,Fresh Unbleached
2009-11-11,Ginger(Dry),27,Bangalore,FAQ,Bangalore,1650,1350,1500,Karnataka,Fresh Unbleached
2009-09-12,Ginger(Dry),27,Bangalore,FAQ,Bangalore,1850,1550,1700,Karnataka,Fresh Unbleached
2009-04-11,Ginger(Dry),27,Mysore,FAQ,Santhesargur,1000,1000,1000,Karnataka,Other
2009-04-11,Ginger(Dry),27,Ernakulam,FAQ,Aluva,12500,12500,12500,Kerala,Dry
2009-11-11,Ginger(Dry),27,Ernakulam,FAQ,Aluva,12500,12500,12500,Kerala,Dry
2009-10-09,Ginger(Dry),27,Ernakulam,FAQ,Moovattupuzha,12500,11000,11750,Kerala,Dry
2009-05-01,Ginger(Dry),27,Ernakulam,FAQ,Moovattupuzha,3000,2400,2700,Kerala,Fresh Unbleached
2009-08-01,Ginger(Dry),27,Ernakulam,FAQ,Moovattupuzha,3000,2600,2800,Kerala,Fresh Unbleached
2009-12-01,Ginger(Dry),27,Ernakulam,FAQ,Moovattupuzha,2600,2000,2300,Kerala,Fresh Unbleached
2009-06-07,Ginger(Dry),27,Ernakulam,FAQ,Moovattupuzha,7000,6000,6500,Kerala,Vegitable-fresh
2009-08-10,Ginger(Dry),27,Ernakulam,FAQ,Moovattupuzha,3000,2800,2800,Kerala,Vegitable-fresh
2009-03-01,Ginger(Dry),27,Idukki,FAQ,Thodupuzha,8100,7900,8000,Kerala,Dry
2009-04-02,Ginger(Dry),27,Idukki,FAQ,Thodupuzha,9100,8900,9000,Kerala,Dry
2009-06-05,Ginger(Dry),27,Idukki,FAQ,Thodupuzha,11600,11400,11500,Kerala,Dry
2009-03-06,Ginger(Dry),27,Idukki,FAQ,Thodupuzha,11100,10900,11000,Kerala,Dry
2009-04-07,Ginger(Dry),27,Idukki,FAQ,Thodupuzha,10100,9900,10000,Kerala,Dry
2009-03-12,Ginger(Dry),27,Kollam,FAQ,Anchal,3700,3500,3600,Kerala,Other
2009-07-08,Ginger(Dry),27,Kollam,FAQ,Kottarakkara,4200,4000,4100,Kerala,Dry
2009-11-02,Ginger(Dry),27,Kozhikode(Calicut),FAQ,Vengeri(Kozhikode),8500,7800,8000,Kerala,Dry
2009-12-03,Ginger(Dry),27,Kozhikode(Calicut),FAQ,Vengeri(Kozhikode),8000,7500,7800,Kerala,Dry
2009-01-07,Ginger(Dry),27,Kozhikode(Calicut),FAQ,Vengeri(Kozhikode),8800,8500,8700,Kerala,Dry
2009-09-12,Ginger(Dry),27,Kozhikode(Calicut),FAQ,Vengeri(Kozhikode),8200,7800,8000,Kerala,Dry
2009-03-10,Ginger(Dry),27,Malappuram,FAQ,Manjeri,4500,4500,4500,Kerala,Other
2009-03-07,Ginger(Dry),27,Wayanad,FAQ,Kalpetta,2800,2600,2700,Kerala,Other
2009-10-01,Ginger(Dry),27,Ashoknagar,FAQ,Mungawali,1000,1000,1000,Madhya Pradesh,Dry
2009-03-03,Ginger(Dry),27,Ashoknagar,FAQ,Mungawali,2000,2000,2000,Madhya Pradesh,Dry
2009-06-01,Ginger(Dry),27,Bhind,FAQ,Bhind,2000,2000,2000,Madhya Pradesh,Dry
2009-06-02,Ginger(Dry),27,Bhind,FAQ,Bhind,2500,2500,2500,Madhya Pradesh,Dry
2009-03-03,Ginger(Dry),27,Bhind,FAQ,Bhind,2000,2000,2000,Madhya Pradesh,Dry
2009-06-03,Ginger(Dry),27,Bhind,FAQ,Bhind,2000,2000,2000,Madhya Pradesh,Dry
2009-06-01,Ginger(Dry),27,Bhind,FAQ,Gohad,2000,2000,2000,Madhya Pradesh,Dry
2009-03-02,Ginger(Dry),27,Bhind,FAQ,Gohad,2500,2500,2500,Madhya Pradesh,Dry
2009-03-03,Ginger(Dry),27,Bhind,FAQ,Gohad,2000,2000,2000,Madhya Pradesh,Dry
2009-03-02,Ginger(Dry),27,Bhind,FAQ,Lahar,2500,2500,2500,Madhya Pradesh,Dry
2009-06-02,Ginger(Dry),27,Bhind,FAQ,Lahar,2500,2500,2500,Madhya Pradesh,Dry
2009-01-03,Ginger(Dry),27,Chhindwara,FAQ,Chhindwara,1800,1600,1700,Madhya Pradesh,Other
2009-04-10,Ginger(Dry),27,Chhindwara,FAQ,Chhindwara,1300,1100,1200,Madhya Pradesh,Other
2009-02-02,Sajje,271,Bagalkot,Medium,Badami,690,600,690,Karnataka,Sajje
2009-10-02,Sajje,271,Bagalkot,Medium,Badami,701,700,701,Karnataka,Sajje
2009-05-03,Sajje,271,Bagalkot,FAQ,Badami,838,710,750,Karnataka,Sajje
2009-03-04,Sajje,271,Bagalkot,FAQ,Badami,740,720,730,Karnataka,Sajje
2009-09-04,Sajje,271,Bagalkot,FAQ,Badami,800,725,780,Karnataka,Sajje
2009-07-05,Sajje,271,Bagalkot,Medium,Badami,795,740,775,Karnataka,Sajje
2009-02-02,Sajje,271,Bagalkot,FAQ,Hungund,720,700,710,Karnataka,Sajje
2009-11-02,Sajje,271,Bagalkot,FAQ,Hungund,690,600,650,Karnataka,Sajje
2009-02-03,Sajje,271,Bagalkot,FAQ,Hungund,703,703,703,Karnataka,Sajje
2009-12-04,Sajje,271,Belgaum,FAQ,Ramdurga,740,605,705,Karnataka,Sajje
2009-07-06,Sajje,271,Belgaum,FAQ,Ramdurga,725,625,695,Karnataka,Sajje
2009-05-07,Sajje,271,Belgaum,FAQ,Ramdurga,750,660,730,Karnataka,Sajje
2009-03-12,Sajje,271,Dharwad,FAQ,Dharwar,775,775,775,Karnataka,Sajje
2009-07-02,Sajje,271,Gadag,FAQ,Rona,715,705,710,Karnataka,Sajje
2009-09-02,Sajje,271,Gadag,FAQ,Rona,712,700,710,Karnataka,Sajje
2009-05-03,Sajje,271,Gadag,FAQ,Rona,688,660,670,Karnataka,Sajje
2009-06-03,Sajje,271,Gadag,FAQ,Rona,667,648,655,Karnataka,Sajje
2009-02-05,Sajje,271,Gadag,FAQ,Rona,725,710,720,Karnataka,Sajje
2009-08-06,Sajje,271,Gadag,FAQ,Rona,761,740,750,Karnataka,Sajje
2009-07-01,Sajje,271,Kalburgi,FAQ,Kalburgi,825,650,750,Karnataka,Sajje
2009-09-01,Sajje,271,Kalburgi,FAQ,Kalburgi,825,670,750,Karnataka,Sajje
2009-02-02,Sajje,271,Kalburgi,FAQ,Kalburgi,850,725,750,Karnataka,Sajje
2009-04-02,Sajje,271,Kalburgi,FAQ,Kalburgi,850,725,750,Karnataka,Sajje
2009-05-06,Sajje,271,Kalburgi,FAQ,Kalburgi,950,800,900,Karnataka,Sajje
2009-01-07,Sajje,271,Kalburgi,FAQ,Kalburgi,900,760,860,Karnataka,Sajje
2009-07-07,Sajje,271,Kalburgi,FAQ,Kalburgi,900,750,860,Karnataka,Sajje
2009-08-07,Sajje,271,Kalburgi,FAQ,Kalburgi,925,775,870,Karnataka,Sajje
2009-10-07,Sajje,271,Kalburgi,FAQ,Kalburgi,900,775,850,Karnataka,Sajje
2009-02-11,Sajje,271,Raichur,FAQ,Lingasugur,655,650,650,Karnataka,Sajje
2009-09-01,Dalda,273,Deogarh,FAQ,Madhupur,5200,5100,5180,Jharkhand,Dalda
2009-05-02,Dalda,273,Deogarh,FAQ,Madhupur,5000,4900,4980,Jharkhand,Dalda
2009-10-02,Dalda,273,Deogarh,FAQ,Madhupur,5000,4900,4980,Jharkhand,Dalda
2009-03-03,Dalda,273,Deogarh,FAQ,Madhupur,4000,3900,3980,Jharkhand,Dalda
2009-04-03,Dalda,273,Deogarh,FAQ,Madhupur,4400,4300,4380,Jharkhand,Dalda
2009-07-03,Dalda,273,Deogarh,FAQ,Madhupur,4100,4000,4080,Jharkhand,Dalda
2009-12-03,Dalda,273,Deogarh,FAQ,Madhupur,4000,3900,3980,Jharkhand,Dalda
2009-08-05,Dalda,273,Deogarh,FAQ,Madhupur,4500,4400,4480,Jharkhand,Dalda
2009-06-06,Dalda,273,Deogarh,FAQ,Madhupur,4400,4300,4380,Jharkhand,Dalda
2009-08-06,Dalda,273,Deogarh,FAQ,Madhupur,4400,4300,4400,Jharkhand,Dalda
2009-04-07,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4180,Jharkhand,Dalda
2009-06-07,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4180,Jharkhand,Dalda
2009-07-07,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4180,Jharkhand,Dalda
2009-05-08,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4180,Jharkhand,Dalda
2009-07-08,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4180,Jharkhand,Dalda
2009-10-08,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4180,Jharkhand,Dalda
2009-02-09,Dalda,273,Deogarh,FAQ,Madhupur,4500,4400,4480,Jharkhand,Other
2009-09-09,Dalda,273,Deogarh,FAQ,Madhupur,4500,4400,4480,Jharkhand,Other
2009-04-11,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4180,Jharkhand,Other
2009-06-11,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4170,Jharkhand,Other
2009-07-11,Dalda,273,Deogarh,FAQ,Madhupur,4200,4100,4180,Jharkhand,Other
2009-10-12,Dalda,273,Deogarh,FAQ,Madhupur,4400,4300,4380,Jharkhand,Other
2009-10-01,Dalda,273,Dhanbad,FAQ,Dhanbad,4150,4050,4150,Jharkhand,Other
2009-09-02,Dalda,273,Dhanbad,FAQ,Dhanbad,4100,4000,4100,Jharkhand,Other
2009-12-03,Dalda,273,Dhanbad,FAQ,Dhanbad,4250,4100,4200,Jharkhand,Other
2009-07-04,Dalda,273,Dhanbad,FAQ,Dhanbad,4200,4050,4100,Jharkhand,Other
2009-05-05,Dalda,273,Dhanbad,FAQ,Dhanbad,4500,4250,4400,Jharkhand,Other
2009-06-06,Dalda,273,Dhanbad,FAQ,Dhanbad,4400,4200,4300,Jharkhand,Other
2009-12-09,Dalda,273,Dhanbad,FAQ,Dhanbad,4450,4200,4300,Jharkhand,Other
2009-10-10,Dalda,273,Dhanbad,FAQ,Dhanbad,4400,4225,4250,Jharkhand,Other
2009-12-10,Dalda,273,Dhanbad,FAQ,Dhanbad,4400,4200,4250,Jharkhand,Other
2009-03-04,Dalda,273,Garhwa,FAQ,Gadhwah,4500,4300,4400,Jharkhand,Other
2009-02-05,Dalda,273,Garhwa,FAQ,Gadhwah,4500,4300,4400,Jharkhand,Other
2009-01-06,Dalda,273,Garhwa,FAQ,Gadhwah,4500,4300,4400,Jharkhand,Other
2009-04-06,Dalda,273,Garhwa,FAQ,Gadhwah,4500,4300,4400,Jharkhand,Other
2009-10-06,Dalda,273,Garhwa,FAQ,Gadhwah,4500,4300,4400,Jharkhand,Other
2009-11-07,Dalda,273,Garhwa,FAQ,Gadhwah,4500,4300,4400,Jharkhand,Other
2009-12-07,Dalda,273,Garhwa,FAQ,Gadhwah,4500,4300,4400,Jharkhand,Other
2009-03-08,Dalda,273,Garhwa,FAQ,Gadhwah,5000,4800,4900,Jharkhand,Other
2009-12-08,Dalda,273,Garhwa,FAQ,Gadhwah,5000,4800,4900,Jharkhand,Other
2009-05-10,Dalda,273,Garhwa,FAQ,Gadhwah,4200,4000,4100,Jharkhand,Other
2009-07-10,Dalda,273,Garhwa,FAQ,Gadhwah,4200,4000,4100,Jharkhand,Other
2009-09-10,Dalda,273,Garhwa,FAQ,Gadhwah,4200,4000,4100,Jharkhand,Other
2009-12-01,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),2600,2400,2500,Rajasthan,Other
2009-06-02,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),2700,2500,2600,Rajasthan,Other
2009-09-02,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),2700,2500,2600,Rajasthan,Other
2009-12-02,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),2700,2500,2600,Rajasthan,Other
2009-09-03,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),3200,3000,3100,Rajasthan,Other
2009-12-03,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),3300,3100,3200,Rajasthan,Other
2009-01-04,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),3500,3300,3400,Rajasthan,Other
2009-09-04,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),2700,2500,2600,Rajasthan,Other
2009-01-05,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),4700,4500,4600,Rajasthan,Other
2009-02-06,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),4800,4500,4700,Rajasthan,Other
2009-08-06,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),4600,4500,4550,Rajasthan,Other
2009-07-07,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),4900,4700,4800,Rajasthan,Other
2009-08-10,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),3600,3400,3500,Rajasthan,Other
2009-12-10,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),3500,3300,3400,Rajasthan,Other
2009-12-11,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),2800,2600,2700,Rajasthan,Other
2009-03-12,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),2500,2300,2400,Rajasthan,Other
2009-04-12,Ginger(Dry),27,Ganganagar,FAQ,Sriganganagar (F&V),2650,2450,2550,Rajasthan,Other
2009-01-01,Ginger(Dry),27,Jaipur,FAQ,Chomu (F&V),2000,1800,1900,Rajasthan,Other
2009-02-01,Ginger(Dry),27,Jaipur,FAQ,Chomu (F&V),2000,1800,1900,Rajasthan,Other
2009-12-01,Ginger(Dry),27,Jaipur,FAQ,Chomu (F&V),2200,2000,2100,Rajasthan,Other
2009-03-03,Ginger(Dry),27,Jaipur,FAQ,Chomu (F&V),2400,2200,2300,Rajasthan,Other
2009-02-04,Ginger(Dry),27,Jaipur,FAQ,Chomu (F&V),3000,2600,2800,Rajasthan,Other
2009-08-04,Ginger(Dry),27,Jaipur,FAQ,Chomu (F&V),3800,3000,3400,Rajasthan,Other
2009-10-04,Ginger(Dry),27,Jaipur,FAQ,Chomu (F&V),3600,3000,3400,Rajasthan,Other
2009-03-11,Ginger(Dry),27,Jaipur,FAQ,Chomu (F&V),1600,1400,1500,Rajasthan,Other
2009-07-12,Ginger(Dry),27,East,FAQ,Rangpo,2200,2125,2125,Sikkim,Big/Thick
2009-11-04,Ginger(Dry),27,Ranga Reddy,FAQ,Vikarabad,2500,2000,2250,Telangana,Other
2009-03-04,Ginger(Dry),27,Khowai,FAQ,Teliamura,4000,3000,3500,Tripura,Other
2009-09-09,Ginger(Dry),27,Khowai,FAQ,Teliamura,7000,6000,6500,Tripura,Other
2009-09-10,Ginger(Dry),27,Khowai,FAQ,Teliamura,6000,5000,5500,Tripura,Other
2009-06-05,Sunflower Seed,285,Kurnool,FAQ,Adoni,2310,2040,2150,Andhra Pradesh,Sunflower Seed
2009-11-05,Sunflower Seed,285,Kurnool,FAQ,Adoni,2310,1866,2200,Andhra Pradesh,Sunflower Seed
2009-12-05,Sunflower Seed,285,Kurnool,FAQ,Adoni,2290,1930,2250,Andhra Pradesh,Sunflower Seed
2009-02-06,Sunflower Seed,285,Kurnool,FAQ,Adoni,2301,2090,2250,Andhra Pradesh,Sunflower Seed
2009-03-06,Sunflower Seed,285,Kurnool,FAQ,Adoni,2253,2176,2200,Andhra Pradesh,Sunflower Seed
2009-01-07,Sunflower Seed,285,Kurnool,FAQ,Adoni,2158,1969,2120,Andhra Pradesh,Sunflower Seed
2009-03-08,Sunflower Seed,285,Kurnool,FAQ,Adoni,2232,2129,2200,Andhra Pradesh,Sunflower Seed
2009-05-08,Sunflower Seed,285,Kurnool,FAQ,Adoni,2264,2083,2190,Andhra Pradesh,Sunflower Seed
2009-10-08,Sunflower Seed,285,Kurnool,FAQ,Adoni,2262,2166,2187,Andhra Pradesh,Sunflower Seed
2009-05-11,Sunflower Seed,285,Kurnool,FAQ,Adoni,2346,1450,2200,Andhra Pradesh,Sunflower Seed
2009-08-11,Sunflower Seed,285,Kurnool,FAQ,Adoni,2370,1409,2208,Andhra Pradesh,Sunflower Seed
2009-09-11,Sunflower Seed,285,Kurnool,FAQ,Adoni,2388,1409,2200,Andhra Pradesh,Sunflower Seed
2009-08-12,Sunflower Seed,285,Kurnool,FAQ,Adoni,2599,1930,2250,Andhra Pradesh,Sunflower Seed
2009-12-12,Sunflower Seed,285,Kurnool,FAQ,Adoni,2584,2069,2300,Andhra Pradesh,Sunflower Seed
