Arrival_Date,Commodity,Commodity_Code,District,Grade,Market,Max_Price,Min_Price,Modal_Price,State,Variety
2009-04-01,Sunflower Seed,285,Kurnool,FAQ,Alur,2500,1800,2250,Andhra Pradesh,Other
2009-05-01,Sunflower Seed,285,Kurnool,FAQ,Alur,2700,1800,2250,Andhra Pradesh,Other
2009-10-01,Sunflower Seed,285,Kurnool,FAQ,Alur,2700,1750,2500,Andhra Pradesh,Other
2009-10-02,Sunflower Seed,285,Kurnool,FAQ,Alur,2650,1800,2500,Andhra Pradesh,Other
2009-04-03,Sunflower Seed,285,Kurnool,FAQ,Alur,2500,1850,2400,Andhra Pradesh,Other
2009-05-03,Sunflower Seed,285,Kurnool,FAQ,Alur,2550,1850,2400,Andhra Pradesh,Other
2009-07-03,Sunflower Seed,285,Kurnool,FAQ,Alur,2700,1850,2550,Andhra Pradesh,Other
2009-10-03,Sunflower Seed,285,Kurnool,FAQ,Alur,2550,1800,2400,Andhra Pradesh,Other
2009-12-03,Sunflower Seed,285,Kurnool,FAQ,Alur,2600,1800,2500,Andhra Pradesh,Other
2009-04-04,Sunflower Seed,285,Kurnool,FAQ,Alur,2500,1800,2350,Andhra Pradesh,Other
2009-08-02,Sunflower Seed,285,Kurnool,FAQ,Alur,2650,1850,2450,Andhra Pradesh,Sunflower Seed
2009-09-03,Sunflower Seed,285,Kurnool,FAQ,Alur,2000,1650,1800,Andhra Pradesh,Sunflower Seed
2009-02-05,Sunflower Seed,285,Kurnool,FAQ,Alur,2450,1780,2300,Andhra Pradesh,Sunflower Seed
2009-05-05,Sunflower Seed,285,Kurnool,FAQ,Alur,2400,1850,2300,Andhra Pradesh,Sunflower Seed
2009-07-05,Sunflower Seed,285,Kurnool,FAQ,Alur,2450,1850,2300,Andhra Pradesh,Sunflower Seed
2009-09-05,Sunflower Seed,285,Kurnool,FAQ,Alur,2450,1850,2300,Andhra Pradesh,Sunflower Seed
2009-12-05,Sunflower Seed,285,Kurnool,FAQ,Alur,2000,1750,1900,Andhra Pradesh,Sunflower Seed
2009-07-06,Sunflower Seed,285,Kurnool,FAQ,Alur,2000,1750,1900,Andhra Pradesh,Sunflower Seed
2009-04-07,Sunflower Seed,285,Kurnool,FAQ,Alur,2200,1400,1900,Andhra Pradesh,Sunflower Seed
2009-01-08,Sunflower Seed,285,Kurnool,FAQ,Alur,2100,1400,2000,Andhra Pradesh,Sunflower Seed
2009-07-08,Sunflower Seed,285,Kurnool,FAQ,Alur,2400,1500,2300,Andhra Pradesh,Sunflower Seed
2009-02-01,Sunflower Seed,285,Kurnool,FAQ,Atmakur,2650,1650,2500,Andhra Pradesh,Other
2009-08-01,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,3100,2900,3000,Andhra Pradesh,Sunflower Seed
2009-03-02,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,3100,2900,3000,Andhra Pradesh,Sunflower Seed
2009-04-02,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,3100,3000,3050,Andhra Pradesh,Sunflower Seed
2009-12-02,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,3100,3000,3050,Andhra Pradesh,Sunflower Seed
2009-05-04,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2200,2100,2150,Andhra Pradesh,Sunflower Seed
2009-06-04,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2200,2100,2150,Andhra Pradesh,Sunflower Seed
2009-09-04,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2300,2100,2200,Andhra Pradesh,Sunflower Seed
2009-01-05,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2300,2100,2200,Andhra Pradesh,Sunflower Seed
2009-04-05,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2350,2250,2300,Andhra Pradesh,Sunflower Seed
2009-06-06,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2500,2400,2450,Andhra Pradesh,Sunflower Seed
2009-09-06,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2700,2600,2650,Andhra Pradesh,Sunflower Seed
2009-11-06,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2800,2700,2750,Andhra Pradesh,Sunflower Seed
2009-02-08,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2300,2200,2250,Andhra Pradesh,Sunflower Seed
2009-08-08,Sunflower Seed,285,Kurnool,FAQ,Koilkunta,2300,2000,2100,Andhra Pradesh,Sunflower Seed
2009-05-06,Sunflower Seed,285,Jalandhar,FAQ,Bhogpur,1950,1700,1900,Punjab,Sunflower Seed
2009-07-09,Sunflower Seed,285,Ariyalur,FAQ,Ariyalur Market,2179,1949,2179,Tamil Nadu,Other
2009-10-03,Sunflower Seed,285,Erode,FAQ,Boothapadi,2424,1931,2269,Tamil Nadu,Sunflower Seed
2009-04-05,Sunflower Seed,285,Erode,FAQ,Vellakkoil,2530,1971,2209,Tamil Nadu,Sunflower Seed
2009-11-05,Sunflower Seed,285,Erode,FAQ,Vellakkoil,2589,1920,2419,Tamil Nadu,Sunflower Seed
2009-10-09,Sunflower Seed,285,Erode,FAQ,Vellakkoil,2442,1942,2270,Tamil Nadu,Sunflower Seed
2009-03-03,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,1900,1500,1700,Tamil Nadu,Other
2009-03-04,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,2000,1800,1900,Tamil Nadu,Other
2009-06-04,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,2200,2000,2100,Tamil Nadu,Other
2009-08-07,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,2100,2000,2050,Tamil Nadu,Other
2009-03-08,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,2000,1900,1950,Tamil Nadu,Other
2009-01-09,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,2000,1800,1900,Tamil Nadu,Other
2009-12-10,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,2050,2000,2025,Tamil Nadu,Other
2009-06-11,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,2000,1900,1950,Tamil Nadu,Other
2009-12-11,Sunflower Seed,285,Virudhunagar,FAQ,Virudhunagar,2000,1900,1950,Tamil Nadu,Other
2009-02-01,Sunflower Seed,285,Mahbubnagar,FAQ,Narayanpet,2104,1988,2038,Telangana,Sunflower Seed
2009-06-01,Sunflower Seed,285,Mahbubnagar,FAQ,Narayanpet,2096,1989,2075,Telangana,Sunflower Seed
2009-07-01,Sunflower Seed,285,Mahbubnagar,FAQ,Narayanpet,2152,2082,2128,Telangana,Sunflower Seed
2009-03-02,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2101,2021,2050,Telangana,Sunflower Seed
2009-06-02,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2032,2016,2025,Telangana,Sunflower Seed
2009-05-03,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,1944,1896,1940,Telangana,Sunflower Seed
2009-01-04,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,1953,1941,1946,Telangana,Sunflower Seed
2009-02-04,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,1953,1941,1946,Telangana,Sunflower Seed
2009-04-04,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,1953,1941,1946,Telangana,Sunflower Seed
2009-06-04,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2061,2051,2051,Telangana,Sunflower Seed
2009-07-04,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2061,2051,2051,Telangana,Sunflower Seed
2009-11-04,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2061,2030,2042,Telangana,Sunflower Seed
2009-03-05,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2180,2180,2180,Telangana,Sunflower Seed
2009-04-05,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2266,2172,2210,Telangana,Sunflower Seed
2009-12-05,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2211,2183,2211,Telangana,Sunflower Seed
2009-01-06,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2172,2016,2132,Telangana,Sunflower Seed
2009-06-06,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2166,2166,2166,Telangana,Sunflower Seed
2009-09-06,Sunflower Seed,285,Mahbubnagar,FAQ,Shadnagar,2126,2126,2126,Telangana,Sunflower Seed
2009-07-02,Sunflower Seed,285,Nizamabad,FAQ,Nizamabad,1920,1630,1850,Telangana,Sunflower Seed
2009-12-02,Sunflower Seed,285,Nizamabad,FAQ,Nizamabad,1940,1520,1890,Telangana,Sunflower Seed
2009-01-03,Sunflower Seed,285,Nizamabad,FAQ,Nizamabad,1820,1500,1800,Telangana,Sunflower Seed
2009-04-03,Sunflower Seed,285,Nizamabad,FAQ,Nizamabad,1900,1550,1850,Telangana,Sunflower Seed
2009-09-05,Sunflower Seed,285,Nizamabad,FAQ,Nizamabad,1850,1850,1850,Telangana,Sunflower Seed
2009-09-02,Soji,286,Dhanbad,FAQ,Dhanbad,1600,1500,1600,Jharkhand,Other
2009-03-03,Soji,286,Dhanbad,FAQ,Dhanbad,1550,1450,1500,Jharkhand,Other
2009-06-03,Soji,286,Dhanbad,FAQ,Dhanbad,1600,1500,1550,Jharkhand,Other
2009-07-03,Soji,286,Dhanbad,FAQ,Dhanbad,1600,1525,1550,Jharkhand,Other
2009-02-09,Soji,286,Dhanbad,FAQ,Dhanbad,1600,1550,1575,Jharkhand,Other
2009-04-09,Soji,286,Dhanbad,FAQ,Dhanbad,1550,1500,1525,Jharkhand,Other
2009-05-09,Soji,286,Dhanbad,FAQ,Dhanbad,1560,1500,1540,Jharkhand,Other
2009-04-10,Soji,286,Dhanbad,FAQ,Dhanbad,1700,1600,1650,Jharkhand,Other
2009-02-11,Soji,286,Dhanbad,FAQ,Dhanbad,1650,1600,1625,Jharkhand,Other
2009-09-12,Soji,286,Dhanbad,FAQ,Dhanbad,1700,1625,1650,Jharkhand,Other
2009-12-12,Soji,286,Dhanbad,FAQ,Dhanbad,1700,1625,1650,Jharkhand,Other
2009-07-04,Soji,286,Hazaribagh,FAQ,Hazaribagh,1500,1350,1450,Jharkhand,Other
2009-09-04,Soji,286,Hazaribagh,FAQ,Hazaribagh,1600,1300,1450,Jharkhand,Other
2009-11-04,Soji,286,Hazaribagh,FAQ,Hazaribagh,1500,1300,1400,Jharkhand,Other
2009-09-05,Soji,286,Hazaribagh,FAQ,Hazaribagh,1550,1300,1450,Jharkhand,Other
2009-01-06,Soji,286,Hazaribagh,FAQ,Hazaribagh,1560,1320,1500,Jharkhand,Other
2009-10-08,Soji,286,Hazaribagh,FAQ,Hazaribagh,1600,1400,1500,Jharkhand,Other
2009-03-08,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Other
2009-05-08,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Other
2009-07-08,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Other
2009-02-11,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Other
2009-09-11,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Other
2009-11-12,Soji,286,Palamu,FAQ,Daltenganj,2000,1800,1900,Jharkhand,Other
2009-04-09,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Soji
2009-07-09,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Soji
2009-08-09,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Soji
2009-11-09,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Soji
2009-12-09,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Soji
2009-07-10,Soji,286,Palamu,FAQ,Daltenganj,1800,1600,1700,Jharkhand,Soji
2009-02-02,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-07-02,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-10-02,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-03-03,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-06-03,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-06-04,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-08-04,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-01-06,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-06-06,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-11-06,Soji,286,Bangalore,Medium,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-08-07,Soji,286,Bangalore,FAQ,Bangalore,2300,2100,2200,Karnataka,Bansi Soji
2009-01-08,Soji,286,Bangalore,FAQ,Bangalore,1800,1400,1600,Karnataka,Bansi Soji
2009-03-08,Soji,286,Bangalore,FAQ,Bangalore,2100,1800,2000,Karnataka,Bansi Soji
2009-06-08,Soji,286,Bangalore,FAQ,Bangalore,2400,2100,2200,Karnataka,Bansi Soji
2009-10-08,Soji,286,Bangalore,FAQ,Bangalore,2400,2100,2200,Karnataka,Bansi Soji
2009-02-02,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-10-02,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-07-03,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-11-03,Soji,286,Bangalore,Local,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-04-05,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-06-05,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-08-05,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-01-06,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-02-06,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-02-07,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-06-07,Soji,286,Bangalore,FAQ,Bangalore,1800,1700,1750,Karnataka,White Soji
2009-04-08,Soji,286,Bangalore,FAQ,Bangalore,1800,1400,1600,Karnataka,White Soji
2009-06-08,Soji,286,Bangalore,FAQ,Bangalore,2100,1800,2000,Karnataka,White Soji
2009-07-07,Soji,286,Kollam,FAQ,Kollam,2400,2300,2350,Kerala,Other
2009-02-12,Soji,286,Kollam,FAQ,Kollam,2600,2500,2550,Kerala,Other
2009-05-06,Soji,286,Thiruvananthapuram,FAQ,Chala,2610,2600,2600,Kerala,Other
2009-07-07,Soji,286,Thiruvananthapuram,FAQ,Chala,2510,2500,2500,Kerala,Other
2009-10-07,Soji,286,Thiruvananthapuram,FAQ,Chala,2410,2400,2400,Kerala,Other
2009-03-11,Soji,286,Thiruvananthapuram,FAQ,Chala,2610,2600,2600,Kerala,Other
2009-09-02,Soji,286,Sundergarh,FAQ,Panposh,2000,1800,1900,Odisha,Other
2009-06-03,Soji,286,Sundergarh,FAQ,Panposh,2000,1800,1900,Odisha,Other
2009-03-06,Soji,286,Sundergarh,FAQ,Panposh,2000,1800,1900,Odisha,Other
2009-02-09,Soji,286,Sundergarh,FAQ,Panposh,2000,1800,1900,Odisha,Other
2009-11-09,Soji,286,Sundergarh,FAQ,Panposh,2000,1800,1900,Odisha,Other
2009-03-02,Wheat Atta,287,Barpeta,FAQ,Bohorihat,1450,1400,1425,Assam,Other
2009-06-10,Moath Dal,258,Nagaur,FAQ,Nagaur,4800,4500,4650,Rajasthan,Other
2009-08-10,Moath Dal,258,Nagaur,FAQ,Nagaur,4621,4450,4535,Rajasthan,Other
2009-03-03,Moath Dal,258,Nagaur,FAQ,Nagaur(Jayal),2100,2050,2075,Rajasthan,Other
2009-01-01,Moath Dal,258,Pali,FAQ,Jaitaran,1625,1600,1613,Rajasthan,Other
2009-02-03,Moath Dal,258,Pali,FAQ,Jaitaran,1100,1100,1100,Rajasthan,Other
2009-01-01,Moath Dal,258,Sikar,FAQ,Fatehpur,1350,1350,1350,Rajasthan,Other
2009-06-02,Moath Dal,258,Sikar,FAQ,Fatehpur,1640,1625,1632,Rajasthan,Other
2009-06-01,Moath Dal,258,Sikar,FAQ,Sri Madhopur,1300,1100,1200,Rajasthan,Other
2009-12-01,Moath Dal,258,Sikar,FAQ,Sri Madhopur,1550,1300,1425,Rajasthan,Other
2009-04-02,Moath Dal,258,Sikar,FAQ,Sri Madhopur,1700,1480,1560,Rajasthan,Other
2009-02-03,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,6770,5960,6550,West Bengal,Masur Dal
2009-02-04,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,5800,5400,5700,West Bengal,Masur Dal
2009-08-04,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,5600,5000,5500,West Bengal,Masur Dal
2009-05-05,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,5700,5050,5600,West Bengal,Masur Dal
2009-01-06,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,5900,5500,5800,West Bengal,Masur Dal
2009-03-06,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,5900,5500,5800,West Bengal,Masur Dal
2009-04-08,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,6400,6000,6300,West Bengal,Masur Dal
2009-06-08,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,6400,6000,6300,West Bengal,Masur Dal
2009-01-10,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,6730,6540,6650,West Bengal,Masur Dal
2009-06-10,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,6600,6500,6530,West Bengal,Masur Dal
2009-07-12,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,6450,6150,6370,West Bengal,Masur Dal
2009-10-12,Masur Dal,259,Jalpaiguri,FAQ,Jalpaiguri Sadar,6400,6100,6300,West Bengal,Masur Dal
2009-04-12,Masur Dal,259,Medinipur(W),FAQ,Midnapore Sadar,6500,5900,6400,West Bengal,Masur Dal
2009-07-12,Masur Dal,259,Medinipur(W),FAQ,Midnapore Sadar,6500,5800,6400,West Bengal,Masur Dal
2009-10-12,Masur Dal,259,Medinipur(W),FAQ,Midnapore Sadar,6500,5800,6400,West Bengal,Masur Dal
2009-01-12,Masur Dal,259,North 24 Parganas,FAQ,Habra,6400,6225,6350,West Bengal,Masur Dal
2009-02-12,Masur Dal,259,North 24 Parganas,FAQ,Habra,6450,6200,6350,West Bengal,Masur Dal
2009-08-12,Masur Dal,259,North 24 Parganas,FAQ,Habra,6350,6100,6275,West Bengal,Masur Dal
2009-12-12,Masur Dal,259,North 24 Parganas,FAQ,Habra,6300,6050,6275,West Bengal,Masur Dal
2009-02-01,Masur Dal,259,Puruliya,FAQ,Purulia,6500,5500,6300,West Bengal,Other
2009-10-01,Masur Dal,259,Puruliya,FAQ,Purulia,6600,5550,6350,West Bengal,Other
2009-02-02,Masur Dal,259,Puruliya,FAQ,Purulia,6800,5800,6400,West Bengal,Other
2009-06-02,Masur Dal,259,Puruliya,FAQ,Purulia,6800,5800,6400,West Bengal,Other
2009-07-02,Masur Dal,259,Puruliya,FAQ,Purulia,6800,5800,6400,West Bengal,Other
2009-12-02,Masur Dal,259,Puruliya,FAQ,Purulia,6800,5800,6400,West Bengal,Other
2009-02-03,Masur Dal,259,Puruliya,FAQ,Purulia,6600,5800,6300,West Bengal,Other
2009-08-03,Masur Dal,259,Puruliya,FAQ,Purulia,6600,5700,6200,West Bengal,Other
2009-05-04,Masur Dal,259,Puruliya,FAQ,Purulia,6000,5000,5800,West Bengal,Other
2009-02-05,Masur Dal,259,Puruliya,FAQ,Purulia,6200,5000,6000,West Bengal,Other
2009-09-06,Masur Dal,259,Puruliya,FAQ,Purulia,6200,5000,6000,West Bengal,Other
2009-11-06,Masur Dal,259,Puruliya,FAQ,Purulia,6200,5000,6000,West Bengal,Other
2009-01-07,Masur Dal,259,Puruliya,FAQ,Purulia,6300,5100,6100,West Bengal,Other
2009-04-09,Masur Dal,259,Puruliya,FAQ,Purulia,6400,5800,6300,West Bengal,Other
2009-05-09,Masur Dal,259,Puruliya,FAQ,Purulia,6400,5800,6300,West Bengal,Other
2009-09-09,Masur Dal,259,Puruliya,FAQ,Purulia,6400,5800,6300,West Bengal,Other
2009-03-10,Masur Dal,259,Puruliya,FAQ,Purulia,6300,5400,6100,West Bengal,Other
2009-01-11,Masur Dal,259,Puruliya,FAQ,Purulia,6500,5600,6300,West Bengal,Other
2009-07-11,Masur Dal,259,Puruliya,FAQ,Purulia,6500,5800,6300,West Bengal,Other
2009-02-01,Garlic,25,BONGAIGAON,FAQ,Bongiagaon,1600,1500,1500,Assam,Other
2009-04-06,Garlic,25,Dhemaji,FAQ,Silapathar,4000,3000,3500,Assam,Other
2009-03-12,Garlic,25,Dhemaji,FAQ,Silapathar,4000,3000,3500,Assam,Other
2009-07-12,Garlic,25,Dhemaji,FAQ,Silapathar,4000,3000,3500,Assam,Other
2009-02-04,Garlic,25,Jorhat,FAQ,Jorhat,1500,1300,1400,Assam,Other
2009-02-06,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,3400,2000,3000,Assam,Other
2009-09-06,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,3500,2500,3300,Assam,Other
2009-04-07,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,2200,1800,2100,Assam,Other
2009-02-09,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,4500,3000,4000,Assam,Other
2009-08-09,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,4500,3500,4200,Assam,Other
2009-07-10,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,5000,1800,4200,Assam,Other
2009-06-11,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,4550,2800,4500,Assam,Other
2009-11-11,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,4500,2800,4400,Assam,Other
2009-03-12,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,5000,3000,4800,Assam,Other
2009-08-12,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,5000,3000,4800,Assam,Other
2009-11-12,Garlic,25,Kamrup,FAQ,P.O. Uparhali Guwahati,5000,3000,4800,Assam,Other
2009-12-02,Garlic,25,Nagaon,FAQ,Lanka,1400,1300,1350,Assam,Other
2009-03-09,Garlic,25,Amreli,FAQ,Dhari,2250,2250,2250,Gujarat,Garlic
2009-10-10,Garlic,25,Amreli,FAQ,Dhari,1625,1250,1500,Gujarat,Garlic
2009-05-11,Garlic,25,Amreli,FAQ,Dhari,2325,2325,2325,Gujarat,Garlic
2009-03-12,Garlic,25,Amreli,FAQ,Dhari,2000,2000,2000,Gujarat,Garlic
2009-10-12,Garlic,25,Amreli,FAQ,Dhari,2750,2750,2750,Gujarat,Garlic
2009-08-09,Garlic,25,Banaskanth,FAQ,Deesa(Deesa Veg Yard),4000,3000,3500,Gujarat,Other
2009-06-10,Garlic,25,Banaskanth,FAQ,Deesa(Deesa Veg Yard),3500,2500,3000,Gujarat,Other
2009-10-10,Garlic,25,Banaskanth,FAQ,Deesa(Deesa Veg Yard),3500,2500,3000,Gujarat,Other
2009-01-12,Garlic,25,Banaskanth,FAQ,Deesa(Deesa Veg Yard),3500,3000,3250,Gujarat,Other
2009-08-12,Garlic,25,Botad,FAQ,Botad,7500,3500,5500,Gujarat,Other
2009-06-03,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),800,300,600,Gujarat,Other
2009-06-06,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),3200,1000,1300,Gujarat,Other
2009-10-06,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),3500,1000,2700,Gujarat,Other
2009-12-06,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),3500,1000,1800,Gujarat,Other
2009-04-07,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,2250,3500,Gujarat,Other
2009-08-07,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),4500,2300,3500,Gujarat,Other
2009-04-08,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),4500,2125,3875,Gujarat,Other
2009-06-08,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),4500,2125,3850,Gujarat,Other
2009-08-08,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),4500,2125,3750,Gujarat,Other
2009-01-09,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),6000,3000,4700,Gujarat,Other
2009-02-09,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),6000,3000,5000,Gujarat,Other
2009-12-09,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),6000,2500,4500,Gujarat,Other
2009-01-10,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,3000,4500,Gujarat,Other
2009-03-10,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,3000,3500,Gujarat,Other
2009-09-10,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),4500,2000,3000,Gujarat,Other
2009-12-10,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5000,2000,3500,Gujarat,Other
2009-01-11,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,2000,3500,Gujarat,Other
2009-05-11,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,2000,4500,Gujarat,Other
2009-06-11,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,2000,4875,Gujarat,Other
2009-05-12,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,2000,4500,Gujarat,Other
2009-06-12,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,2000,4750,Gujarat,Other
2009-08-12,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,2000,4750,Gujarat,Other
2009-09-12,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),5500,2000,4500,Gujarat,Other
2009-11-12,Garlic,25,Dahod,FAQ,Dahod(Veg. Market),6500,2000,5000,Gujarat,Other
2009-04-05,Garlic,25,Jamnagar,FAQ,Jamnagar,2545,1000,1780,Gujarat,Other
2009-02-06,Garlic,25,Jamnagar,FAQ,Jamnagar,2675,1125,1900,Gujarat,Other
2009-06-06,Garlic,25,Jamnagar,FAQ,Jamnagar,2825,1250,2038,Gujarat,Other
2009-01-08,Garlic,25,Jamnagar,FAQ,Jamnagar,3585,1850,2718,Gujarat,Other
2009-11-08,Garlic,25,Jamnagar,FAQ,Jamnagar,4270,1850,3500,Gujarat,Other
2009-09-09,Garlic,25,Jamnagar,FAQ,Jamnagar,3810,1500,3200,Gujarat,Other
2009-08-10,Garlic,25,Jamnagar,FAQ,Jamnagar,3210,1000,2600,Gujarat,Other
2009-09-10,Garlic,25,Jamnagar,FAQ,Jamnagar,3250,1500,2900,Gujarat,Other
2009-12-10,Garlic,25,Jamnagar,FAQ,Jamnagar,3790,1250,3000,Gujarat,Other
2009-09-11,Garlic,25,Jamnagar,FAQ,Jamnagar,3430,1875,2700,Gujarat,Other
2009-01-12,Garlic,25,Jamnagar,FAQ,Jamnagar,4425,2070,3248,Gujarat,Other
